,PAI_id,booking_id,str_id,geom_id,ufi,name,location,local_address,street_address,star_rating,review_score,review_score_text,review_count,amount_per_stay,mean_adr_sar,median_adr_sar,revpar,occupancy_rate,number_of_keys,opened_at,str_class,recently_opened,link,parent_chain,returning_aid_share,mall_visitations_pct,business_park_visitations_pct,footfall_score,footfall_score_domestic,footfall_score_international,ranking,ranking_domestic,ranking_international,volatility,quadrant,distance,has_gym,has_wellness_centre,has_event_halls,has_business_centre,has_restaurant,has_pool
3,5,172716.0,12018652,172716,900040280.0,Ramada by Wyndham Hotel Riyadh,Riyadh,King Abdul Aziz Road,"King Abdul Aziz Road, 12443 Riyadh, Saudi Arabia",4.0,7.7,Good,3861,799.73,325.662770247934,240.7104,170.69,52.41274795114647,92.0,2022,Midscale,,https://www.booking.com/hotel/sa/coral-gulf-riyadh.en-gb.html,Wyndham Hotels and Resort,0.1820809248554913,0.2076923076923077,0.04038461538461538,0.07183736526105122,0.06257424062446972,0.09585361759274802,169,190,105,19.30078643459743,Low ADR & Low Occupancy,2823.716,1,1,1,1,1,1
9,11,1616727.0,11703842,1616727,900040280.0,Best Western Plus Fursan,Riyadh,"Exit 12, Eastern Ring Road","Exit 12, Eastern Ring Road, 11421 Riyadh, Saudi Arabia",4.0,8.1,Very good,995,899.7,393.37088,349.344,196.23,49.88495110968733,66.0,2017,Upper Midscale,,https://www.booking.com/hotel/sa/best-western-plus-fursan.en-gb.html,Best Western,0.1337792642140468,0.3294314381270903,0.05183946488294314,0.04395913064850251,0.04297471576446632,0.04012086620782273,269,266,258,34.19016083140353,Low ADR & Low Occupancy,12788.122,1,1,1,1,1,1
11,13,11206034.0,-1,11206034,900040280.0,Samt Inn Hotel,Riyadh,King Fahd Road,"King Fahd Road, 12612 Riyadh, Saudi Arabia",4.0,8.3,Very good,797,799.73,326.0100266666668,320.1216,309.71,95.0,44.0,2009,,,https://www.booking.com/hotel/sa/samt-inn-fndq-smt-n.en-gb.html,,0.1470143613000756,0.3979630328178046,0.07091663523198793,0.1825778589234928,0.170286780926523,0.1990935034413295,54,59,44,17.17822222766191,Low ADR & High Occupancy,838.615,1,1,1,0,0,0
22,24,8153128.0,11680685,8153128,900040280.0,Warwick Riyadh Al Wezarat,"Al Malaz, Riyadh","King Abdul Aziz Road Al Malaz, 11564 Riyadh-Saudi Arabia","King Abdul Aziz Road Al Malaz, 11564 Riyadh-Saudi Arabia, Al Malaz, 11564 Riyadh, Saudi Arabia",4.0,8.8,Fabulous,6471,941.93,478.1818285714286,451.3755,256.6,53.66250402001268,90.0,2022,Upper Upscale,,https://www.booking.com/hotel/sa/warwick-riyadh.en-gb.html,Warwick Hotels and Resorts,0.208780487804878,0.2928015564202335,0.061284046692607,0.07538358905937291,0.07708297980655014,0.05539701191875105,160,148,191,28.11875943038949,Low ADR & Low Occupancy,3362.411000000001,0,0,1,0,1,0
23,25,454888.0,11628501,454888,900040280.0,Dalin Hotel,"Al Olaya, Riyadh",Al Riyadh - General Olaya Street in the back of Jarir book store  ,"Al Riyadh - General Olaya Street in the back of Jarir book store  , Al Olaya, 11564 Riyadh, Saudi Arabia",4.0,6.7,Average,6049,599.8,222.4734857142857,216.4736,127.34,57.23622370528224,90.0,2016,Upper Midscale,,https://www.booking.com/hotel/sa/plaza-inn-business-hotel.en-gb.html,,0.1738382099827883,0.2633390705679862,0.05249569707401033,0.08998981777325234,0.0787374851518751,0.1186839012925969,129,145,82,27.90599533466204,Low ADR & High Occupancy,2071.499,0,0,1,1,1,0
24,26,10007976.0,-1,10007976,900040280.0,Golden Dune Hotel Almalaz,"Al Malaz, Riyadh","7415 Salah Ad Din Al Ayyubi Road 7415 Salah Ad Din Al Ayyubi Rd, 2166, Al Malaz, Riyadh 12831","7415 Salah Ad Din Al Ayyubi Road 7415 Salah Ad Din Al Ayyubi Rd, 2166, Al Malaz, Riyadh 12831, Al Malaz, 12831 Riyadh, Saudi Arabia",4.0,8.1,Very good,1483,549.82,301.5968,212.8832,139.65,46.30485304795042,41.0,2012,,,https://www.booking.com/hotel/sa/golden-dune-almalaz.en-gb.html,,0.151702786377709,0.3390092879256966,0.05263157894736842,0.03282890347951266,0.03406584082810114,0.02215880476750042,328,318,359,22.87348472876774,Low ADR & Low Occupancy,5208.172999999999,1,1,1,1,0,0
25,27,10781173.0,-1,10781173,900040280.0,Vivian Park El Raeid Hotel,Riyadh,شارع عبدالعزيز بن أحمد السديري,"شارع عبدالعزيز بن أحمد السديري, 12355 Riyadh, Saudi Arabia",4.0,9.3,Superb,379,1169.61,911.4559525925928,670.1568,260.48,28.57808156234086,61.0,2023,,,https://www.booking.com/hotel/sa/fndq-fyfyn-brk-lry-d-vivian-park-elraeid.en-gb.html,Vivian Park Hotel & Suites,0.1046511627906977,0.3953488372093023,0.09302325581395349,0.008356448158421403,0.009078567792295945,0.004028873594090985,448,445,445,48.9755133952127,High ADR & Low Occupancy,3839.826,1,1,0,1,1,1
28,31,6780232.0,-1,6780232,900040280.0,Art View Hotel Al Riyadh,Riyadh,King Abdullah Road,"King Abdullah Road, 11564 Riyadh, Saudi Arabia",4.0,7.9,Good,4741,1087.74,586.5088,400.4224,314.92,53.69380519904533,76.0,2020,,,https://www.booking.com/hotel/sa/art-view.en-gb.html,,0.1790073230268511,0.413484971567831,0.06661251015434608,0.08187914750184333,0.08446461903953845,0.05724357898270942,147,133,183,20.1835768339883,Low ADR & Low Occupancy,4537.204999999999,1,1,1,1,1,1
29,33,725110.0,11732988,725110,900040280.0,Haven Plaza,"Al Olaya, Riyadh","شارع العليا العام, مقابل سوق الكمبيوتر، Saudi Arabia","شارع العليا العام, مقابل سوق الكمبيوتر، Saudi Arabia, Al Olaya, 11663 Riyadh, Saudi Arabia",4.0,6.4,Average,1747,494.14,251.3328175824176,247.1296,116.62,46.40016440718876,160.0,2018,Upscale,,https://www.booking.com/hotel/sa/ossuo-uossop-o-osso-o1-ossuo1uuoss.en-gb.html,,0.1775528978840846,0.2444852941176471,0.03308823529411765,0.08124714722095432,0.07152553877481758,0.1054221923787141,150,165,94,19.49642168464659,Low ADR & Low Occupancy,1356.525,0,0,1,0,1,0
30,34,9270084.0,19792834,9270084,900040280.0,Mira Business Hotel,"Al Olaya, Riyadh",Olaya Street,"Olaya Street, Al Olaya, 11721 Riyadh, Saudi Arabia",4.0,8.2,Very good,4940,875.86,796.264822857143,875.768,379.3,47.63437871944983,170.0,2022,Upper Upscale,,https://www.booking.com/hotel/sa/mira-business.en-gb.html,,0.1716842961757526,0.3238405207485761,0.05370219690805533,0.09585337593483374,0.09214322077040557,0.0936713110626154,114,118,112,19.34295620613277,High ADR & Low Occupancy,2368.066,1,1,0,0,1,0
31,35,7617443.0,19307668,7617443,900040280.0,Dara Al Rayan,Riyadh,"Ar Rayyan District, Al Cheickh Abdalla Aba Batin Street","Ar Rayyan District, Al Cheickh Abdalla Aba Batin Street, 14212 Riyadh, Saudi Arabia",4.0,8.7,Fabulous,717,799.73,308.8743658119659,257.1648,134.86,43.66245610544831,51.0,2021,Upper Midscale,,https://www.booking.com/hotel/sa/dara-al-rayan.en-gb.html,Dara,0.2098765432098765,0.3004115226337449,0.02469135802469136,0.01955689758084337,0.02099949092143221,0.01040792345140171,401,394,420,45.22063008532665,Low ADR & Low Occupancy,13756.746,1,1,0,0,0,1
33,37,188090.0,11664121,188090,900040280.0,Continent Al Waha Hotel Riyad,"Al Olaya, Riyadh","Wadialdawasir Street -6, Olaya Main Road ","Wadialdawasir Street -6, Olaya Main Road , Al Olaya, 21211 Riyadh, Saudi Arabia",4.0,7.7,Good,2084,1041.11,592.872,454.7584,257.87,43.49521725854299,95.0,2022,Upper Midscale,,https://www.booking.com/hotel/sa/al-waha-palace.en-gb.html,Cotinent Worldwide,0.1736111111111111,0.2933025404157043,0.03926096997690531,0.03570801587022927,0.03627184795520109,0.02719489676011415,313,308,333,22.03093930272257,Low ADR & Low Occupancy,279.7380000000001,1,1,1,1,1,1
34,38,191611.0,11710476,191611,900040280.0,Executives Hotel - Olaya,"Al Olaya, Riyadh",Olaya Main Road,"Olaya Main Road, Al Olaya, Riyadh, Saudi Arabia",4.0,7.7,Good,3733,1079.64,636.9851076923078,526.8272,369.9,58.07000154239758,178.0,2008,Upper Midscale,,https://www.booking.com/hotel/sa/executives.en-gb.html,Executives Hotel,0.1811691209281571,0.3478841870824053,0.1349665924276169,0.1847196376531723,0.1767775326658748,0.1836494879973141,51,54,47,19.38148197969515,Low ADR & High Occupancy,1708.906,1,1,1,1,1,1
36,40,246437.0,11767774,246437,900040280.0,"Crowne Plaza Riyadh Palace, an IHG Hotel",Riyadh,Ministries Area,"Ministries Area, 11461 Riyadh, Saudi Arabia",5.0,8.0,Very good,835,1119.63,663.2393777777778,458.9504,337.33,50.86093417624368,306.0,1979,Upscale,,https://www.booking.com/hotel/sa/riyadh-palace.en-gb.html,IHG Hotels & Resorts,0.2345579329834477,0.194758064516129,0.0467741935483871,0.2173729854991047,0.1843712879687765,0.3097196575457445,41,48,17,24.69912624880067,Low ADR & Low Occupancy,2147.717,1,1,1,1,1,1
39,43,8561881.0,12824102,8561881,900040280.0,Joudyan Olaya Riyadh By Elaf,"Al Olaya, Riyadh",6341 Olaya,"6341 Olaya, Al Olaya, 12241 Riyadh, Saudi Arabia",4.0,8.2,Very good,3815,1599.47,844.8626235478808,640.2432,339.46,40.17944381320843,276.0,2022,Upper Upscale,,https://www.booking.com/hotel/sa/joudyan-olaya-riyadh.en-gb.html,Elaf Hotels,0.1548311990686845,0.4668218859138533,0.1210710128055879,0.06218180541413574,0.06333785847615815,0.04666778579822058,192,185,224,18.61608376539888,High ADR & Low Occupancy,724.981,1,1,1,1,1,1
40,44,9323509.0,11721909,9323509,,Ramada by Wyndham Riyadh King Fahd Road,Riyadh,King Fahd Road,"King Fahd Road, 12734 Riyadh, Saudi Arabia",5.0,8.2,Very good,2059,1450.17,801.864291868132,887.5584,322.23,40.18455730863722,189.0,2022,Midscale,,https://www.booking.com/hotel/sa/ramada-by-wyndham-riyadh-king-fahd-road.en-gb.html,Wyndham Hotels and Resort,0.1902097902097902,0.3314685314685314,0.05314685314685315,0.04262490783329237,0.04233836755472595,0.03625986234681887,275,272,284,15.41287802776885,High ADR & Low Occupancy,2404.395,1,1,1,1,1,1
42,46,245248.0,12048393,245248,900040280.0,Madareem Hotel,Riyadh,"King Khalid International Airport Road, P.O.Box 103308","King Khalid International Airport Road, P.O.Box 103308, 11695 Riyadh, Saudi Arabia",5.0,8.2,Very good,1917,1262.08,1091.368533333334,846.7232,811.04,74.31448027815695,180.0,2020,Upper Upscale,,https://www.booking.com/hotel/sa/madareem-crown.en-gb.html,,0.1556914393226717,0.3708578143360752,0.07967097532314923,0.3195814753695446,0.323943661971831,0.2460970287057244,21,19,27,20.50791628623611,High ADR & High Occupancy,4067.906,1,1,1,1,1,1
43,47,8987386.0,13842423,8987386,900040280.0,Cantonal Hotel by Warwick,"Al Olaya, Riyadh","Street Number 84 Al Awsat Valley Street, Al Olaya District","Street Number 84 Al Awsat Valley Street, Al Olaya District, Al Olaya, 12214 Riyadh, Saudi Arabia",4.0,9.0,Superb,2853,1949.35,1197.707907936508,831.6604,476.34,39.77058401141935,107.0,2021,Upper Upscale,,https://www.booking.com/hotel/sa/cantonal-by-warwick.en-gb.html,Warwick Hotels and Resorts,0.2013651877133106,0.3503401360544218,0.1054421768707483,0.02212000983111548,0.02239945698286102,0.01712271277488669,391,390,388,32.32608282991846,High ADR & Low Occupancy,218.124,1,1,1,1,1,1
44,48,1535532.0,-1,1535532,900040280.0,Executives Hotel - KAFD,Riyadh,"King Fahd Road, Alaqiq District","King Fahd Road, Alaqiq District, 99999 Riyadh, Saudi Arabia",4.0,8.2,Very good,1856,1152.1,746.185200683761,741.376,570.61,76.47069506528435,110.0,2016,,,https://www.booking.com/hotel/sa/executives-47-kafd.en-gb.html,Executives Hotel,0.1697196261682243,0.3897799328608728,0.164863856769862,0.2123169832519926,0.1954013236042763,0.2419002853785462,42,41,30,18.83546460536805,High ADR & High Occupancy,5299.676,1,1,1,1,1,1
46,50,2051153.0,11657696,2051153,900040280.0,Melissa Hotel Riyadh,Riyadh,"Abu Jafar Al Mansur, Riyadh, Saudi Arabia","Abu Jafar Al Mansur, Riyadh, Saudi Arabia, 11646 Riyadh, Saudi Arabia",4.0,7.8,Good,1368,826.74,402.1904,362.4992,207.38,51.56294370491683,100.0,2016,Upper Midscale,,https://www.booking.com/hotel/sa/melissa-riyadh.en-gb.html,,0.1786666666666667,0.2685185185185185,0.04497354497354497,0.07422492187774306,0.0728830816222637,0.06647641430250126,165,157,158,24.74516868673099,Low ADR & Low Occupancy,4009.122,1,1,1,0,1,1
49,55,1094628.0,11635401,1094628,900040280.0,Millennia Olaya Hotel,"Al Olaya, Riyadh","Olaya Street, Olaya District","Olaya Street, Olaya District, Al Olaya, 86721 Riyadh, Saudi Arabia",4.0,7.5,Good,1140,1213.57,412.4361353846155,403.0976,208.04,50.44256384029975,55.0,2014,Upscale,,https://www.booking.com/hotel/sa/millennia-boutique-hotel-olaya.en-gb.html,,0.1958568738229755,0.2730696798493409,0.08286252354048966,0.03802535023348899,0.03758696758866452,0.0330703374181635,303,300,300,34.12757041904464,Low ADR & Low Occupancy,308.464,1,1,1,1,1,1
53,60,7303321.0,12372812,7303321,900040280.0,Gardino Hotel & Residence,Riyadh,"Takhassusi Street Al Mohammadiyyah, Riyadh 12362","Takhassusi Street Al Mohammadiyyah, Riyadh 12362, 12362 Riyadh, Saudi Arabia",4.0,8.3,Very good,2950,1667.45,828.1329142857145,559.6224,403.9,48.77230763160885,98.0,2021,Upper Upscale,,https://www.booking.com/hotel/sa/gardino-riyadh12.en-gb.html,,0.1685678073510773,0.5265822784810127,0.09873417721518987,0.06032091569818476,0.06422874596979468,0.03424542554977338,201,180,295,34.56377519986539,Low ADR & Low Occupancy,2076.428,1,1,1,1,1,1
55,62,10515747.0,-1,10515747,900040280.0,بوابة النخيل للشقق الفندقية,Riyadh,Prince Abdulaziz Ibn Thunayyan Street 8072 حي النخيل 4992,"Prince Abdulaziz Ibn Thunayyan Street 8072 حي النخيل 4992, 12391 Riyadh, Saudi Arabia",4.0,9.0,Superb,673,1199.6,442.1794742857144,384.4608,228.77,51.73650888374056,67.0,2009,,,https://www.booking.com/hotel/sa/bwb-lnkhyl-llshqq-lfndqy.en-gb.html,,0.1141078838174274,0.4455958549222797,0.1067357512953368,0.0672729187879639,0.06308331919226201,0.07201611549437636,178,186,149,32.37567635621117,Low ADR & Low Occupancy,6407.900000000001,0,0,1,0,0,0
57,64,12672779.0,-1,12672779,900040280.0,AW Hotel Riyadh,Riyadh,"7293, Salahuddin Al Ayyubi Road, Al Zahra District","7293, Salahuddin Al Ayyubi Road, Al Zahra District, 12811 Riyadh, Saudi Arabia",4.0,8.4,Very good,21,958.08,650.000468864469,641.2416,254.32,39.12689029143056,93.0,2001,,,https://www.booking.com/hotel/sa/aw-lryd1.en-gb.html,,0.2430278884462151,0.1892430278884462,0.01394422310756972,0.04947157754292335,0.04416256575598167,0.06177606177606178,246,262,172,40.39111386955408,High ADR & Low Occupancy,4604.018,1,1,0,0,1,1
58,65,4553439.0,-1,4553439,900040280.0,Ayan Hotel,Riyadh,6667 Olaya Street,"6667 Olaya Street, 13321 Riyadh, Saudi Arabia",4.0,7.7,Good,3605,1169.61,536.4535076923078,384.1696,267.59,49.88063940806544,89.0,2017,,,https://www.booking.com/hotel/sa/fndq-w-jnh-yn.en-gb.html,,0.1946983546617916,0.3756855575868373,0.08683729433272395,0.08317825919033742,0.08238588155438657,0.07168037602820211,145,140,150,20.54464884770476,Low ADR & Low Occupancy,7345.705000000002,1,1,0,1,1,0
60,68,290285.0,11747091,290285,900040280.0,Qaser Al Hamra by Warwick,Riyadh,King Abdullah Road,"King Abdullah Road, 11323 Riyadh, Saudi Arabia",4.0,7.0,Good,962,1299.57,1387.73142,1289.0964,960.66,69.22531230387398,64.0,2011,Upper Upscale,,https://www.booking.com/hotel/sa/coral-al-hamra-riyadh.en-gb.html,Warwick Hotels and Resorts,0.1375661375661376,0.5611782477341389,0.06797583081570997,0.09883782170569853,0.0949855761072459,0.09669296625818365,111,112,104,18.79123066719383,High ADR & High Occupancy,644.9340000000001,1,1,1,1,1,1
